지점,지점명,일시,기온(°C),기온 QC플래그,강수량(mm),강수량 QC플래그,풍속(m/s),풍속 QC플래그,풍향(16방위),풍향 QC플래그,습도(%),습도 QC플래그,증기압(hPa),이슬점온도(°C),일조(hr),일조 QC플래그,일사(MJ/m2),적설(cm),3시간신적설(cm),전운량(10분위),중하층운량(10분위),운형(운형약어),최저운고(100m ),지면온도(°C),지면온도 QC플래그,5cm 지중온도(°C),10cm 지중온도(°C),20cm 지중온도(°C),30cm 지중온도(°C)
146,전주,2019-11-17 22:00,19.7,,,9,3.4,,160,,70,,16,14,,9,,,,10,5,StNs,8,15.3,,,,,
146,전주,2019-11-17 23:00,19.9,,,9,2.5,,180,,71,,16.4,14.4,,9,,,,10,6,StNs,8,15.7,,,,,
146,전주,2019-11-18 00:00,17.5,,3.6,,2.8,,270,,90,,17.9,15.8,,9,,,,10,9,StNs,8,16.1,,,,,
146,전주,2019-11-18 01:00,14.2,,,9,2.9,,250,,94,,15.2,13.2,,9,,,,10,9,StNs,6,14.7,,,,,
146,전주,2019-11-18 02:00,13.4,,,9,3.5,,250,,94,,14.4,12.4,,9,,,,10,9,StNs,6,13.9,,,,,
146,전주,2019-11-18 03:00,12.7,,25.7,,3.5,,270,,93,,13.6,11.5,,9,,,,10,5,StNs,8,13.2,,,,,
146,전주,2019-11-18 04:00,12.4,,,9,1.6,,270,,93,,13.3,11.2,,9,,,,10,7,StNs,8,13,,,,,
146,전주,2019-11-18 05:00,11.8,,,9,3.7,,270,,93,,12.8,10.6,,9,,,,10,8,StNs,8,12.5,,,,,
146,전주,2019-11-18 06:00,11.1,,5.9,,3.5,,270,,92,,12.1,9.8,,9,,,,10,7,StNs,6,11.9,,,,,
146,전주,2019-11-18 07:00,10.5,,,9,1.8,,290,,87,,11,8.4,,9,,,,10,5,ScAs,12,11.3,,,,,
146,전주,2019-11-18 08:00,10.5,,,9,.7,,250,,89,,11.2,8.7,0,,.02,,,10,7,ScAs,10,11.6,,,,,
146,전주,2019-11-18 09:00,9.7,,1.2,,3.4,,340,,85,,10.2,7.2,0,,.07,,,10,7,ScAs,10,11.3,,,,,
146,전주,2019-11-18 10:00,10,,,9,3,,320,,74,,9,5.5,0,,.21,,,10,7,ScAs,10,11.5,,,,,
146,전주,2019-11-18 11:00,8.9,,,9,2.8,,340,,73,,8.3,4.3,0,,.23,,,9,9,Sc,10,11.9,,,,,
146,전주,2019-11-18 12:00,9.6,,,9,3.1,,320,,64,,7.6,3.1,.1,,.82,,,8,8,Sc,10,14,,,,,
146,전주,2019-11-18 13:00,8.8,,,9,3.4,,320,,56,,6.3,.4,.2,,.97,,,8,8,Sc,10,12.6,,,,,
146,전주,2019-11-18 14:00,8.3,,,9,4.3,,290,,60,,6.5,.9,0,,.4,,,9,10,Sc,10,10.3,,,,,
146,전주,2019-11-18 15:00,8.2,,,9,3.6,,290,,58,,6.3,.4,0,,.54,,,8,8,Sc,12,11,,,,,
146,전주,2019-11-18 16:00,7.9,,,9,3.2,,270,,57,,6.1,-.1,.3,,.6,,,8,8,Sc,12,9.4,,,,,
146,전주,2019-11-18 17:00,7.1,,,9,3.5,,290,,55,,5.6,-1.3,0,,.14,,,9,9,Sc,12,8,,,,,
146,전주,2019-11-18 18:00,6.5,,,9,3.1,,290,,59,,5.7,-.9,0,,.01,,,7,7,Sc,12,6.3,,,,,
146,전주,2019-11-18 19:00,6.1,,,9,3.5,,320,,63,,5.9,-.4,,9,,,,10,9,,13,6.7,,,,,
146,전주,2019-11-18 20:00,5.3,,,9,2.5,,340,,71,,6.3,.4,,9,,,,0,0,,,6.9,,,,,
146,전주,2019-11-18 21:00,4.8,,,9,2,,360,,72,,6.2,.1,,9,,,,7,7,Sc,10,6.6,,,,,
146,전주,2019-11-18 22:00,4.6,,,9,1.2,,20,,72,,6.1,0,,9,,,,1,1,,15,6.9,,,,,
146,전주,2019-11-18 23:00,4.3,,,9,.9,,340,,73,,6.1,-.1,,9,,,,7,7,Sc,10,7.1,,,,,
146,전주,2019-11-19 00:00,4.6,,0,,.1,,0,,71,,6,-.2,,9,,,,8,8,,,7.3,,,,,
146,전주,2019-11-19 01:00,4.8,,,9,.6,,180,,77,,6.6,1.1,,9,,,,8,8,Sc,10,7.1,,,,,
146,전주,2019-11-19 02:00,5.2,,,9,.7,,200,,76,,6.7,1.3,,9,,,,10,7,StNs,8,7.2,,,,,
146,전주,2019-11-19 03:00,5.8,,0,,2.4,,290,,72,,6.6,1.1,,9,,,,8,8,Sc,10,6.6,,,,,
146,전주,2019-11-19 04:00,6.4,,,9,3,,290,,64,,6.1,0,,9,,,,9,9,Sc,10,6.3,,,,,
146,전주,2019-11-19 05:00,5.3,,,9,1.8,,320,,72,,6.4,.6,,9,,,,6,6,Sc,10,6.1,,,,,
146,전주,2019-11-19 06:00,4.2,,0,,2.2,,340,,81,,6.7,1.2,,9,,,,8,8,Sc,10,6.2,,,,,
146,전주,2019-11-19 07:00,3.1,,,9,4.8,,340,,76,,5.8,-.7,,9,,,,10,5,ScAs,10,5.6,,,,,
146,전주,2019-11-19 08:00,2.6,,,9,3.2,,340,,73,,5.4,-1.7,0,,.05,,,8,8,Sc,12,5.6,,,,,
146,전주,2019-11-19 09:00,3.3,,,9,2.5,,360,,62,,4.8,-3.2,.4,,.54,,,5,5,Sc,12,7.8,,,,,
146,전주,2019-11-19 10:00,3.7,,,9,3.5,,340,,57,,4.5,-4,.9,,1.18,,,4,4,Sc,12,8.7,,,,,
146,전주,2019-11-19 11:00,5.1,,,9,2,,320,,56,,4.9,-2.9,.8,,1.57,,,5,5,Sc,12,13,,,,,
146,전주,2019-11-19 12:00,6.1,,,9,2.2,,320,,54,,5.1,-2.5,.9,,1.85,,,5,5,Sc,12,15.5,,,,,
146,전주,2019-11-19 13:00,5.7,,,9,3.8,,360,,56,,5.1,-2.4,.8,,1.86,,,7,7,Sc,12,14,,,,,
146,전주,2019-11-19 14:00,5.9,,,9,1.2,,290,,62,,5.8,-.8,.2,,.84,,,8,8,Sc,10,13.2,,,,,
146,전주,2019-11-19 15:00,5.3,,0,,1.7,,360,,70,,6.2,.2,.4,,.92,,,8,8,Sc,10,11.6,,,,,
146,전주,2019-11-19 16:00,5.1,,,9,1.8,,340,,70,,6.1,0,.1,,.47,,,9,9,CuSc,8,10.2,,,,,
146,전주,2019-11-19 17:00,4.8,,,9,1.8,,360,,70,,6,-.2,0,,.14,,,9,9,CuSc,8,8.5,,,,,
146,전주,2019-11-19 18:00,4.7,,0,,2.4,,340,,70,,6,-.3,0,,.01,,,8,8,Sc,12,7.7,,,,,
146,전주,2019-11-19 19:00,4.2,,,9,1.6,,50,,71,,5.8,-.6,,9,,,,8,8,Sc,12,6.7,,,,,
146,전주,2019-11-19 20:00,3.7,,,9,1.5,,50,,70,,5.6,-1.2,,9,,,,0,0,,,5.3,,,,,
146,전주,2019-11-19 21:00,4,,0,,.7,,50,,67,,5.5,-1.5,,9,,,,4,4,Sc,10,4.6,,,,,
146,전주,2019-11-19 22:00,3.6,,,9,1.1,,70,,69,,5.5,-1.5,,9,,,,0,0,,,4.1,,,,,
146,전주,2019-11-19 23:00,3.2,,,9,.9,,110,,75,,5.8,-.8,,9,,,,4,2,,15,4,,,,,
146,전주,2019-11-20 00:00,2.7,,,9,.4,,0,,78,,5.8,-.7,,9,,,,0,0,,,3.3,,,,,
146,전주,2019-11-20 01:00,2,,,,1.3,,110,,80,,5.7,-1,,9,,,,0,0,,,2.7,,,,,
146,전주,2019-11-20 02:00,1.8,,,,.9,,90,,79,,5.5,-1.4,,9,,,,0,0,,,2.4,,,,,
146,전주,2019-11-20 03:00,1.7,,,,.3,,0,,76,,5.3,-2,,9,,,,0,0,,,2.1,,,,,
146,전주,2019-11-20 04:00,.9,,,,.5,,290,,75,,4.9,-3,,9,,,,0,0,,,1.7,,,,,
146,전주,2019-11-20 05:00,.5,,,,.3,,0,,78,,5,-2.8,,9,,,,0,0,,,1.2,,,,,
146,전주,2019-11-20 06:00,.5,,,,.8,,20,,75,,4.8,-3.4,,9,,,,0,0,,,1.1,,,,,
146,전주,2019-11-20 07:00,-.5,,,,1.3,,140,,83,,4.9,-3,,9,,,,0,0,,,1,,,,,
146,전주,2019-11-20 08:00,.7,,,,.7,,360,,74,,4.8,-3.4,.3,,.08,,,0,0,,,1.4,,,,,
146,전주,2019-11-20 09:00,2.3,,,,1,,340,,65,,4.7,-3.6,1,,.71,,,0,0,,,4.7,,,,,
146,전주,2019-11-20 10:00,3.7,,,,1.6,,340,,51,,4.1,-5.5,1,,1.35,,,0,0,,,10.4,,,,,
146,전주,2019-11-20 11:00,4.9,,,,.9,,90,,46,,4,-5.7,1,,1.86,,,0,0,,,13.9,,,,,
146,전주,2019-11-20 12:00,5.7,,,,1.2,,290,,40,,3.7,-6.8,1,,2.15,,,0,0,,,16.8,,,,,
146,전주,2019-11-20 13:00,6.8,,,,2.1,,250,,34,,3.3,-8,1,,2.23,,,0,0,,,16.8,,,,,
146,전주,2019-11-20 14:00,7.2,,,,1.9,,320,,30,,3,-9.2,1,,2.08,,,0,0,,,16.7,,,,,
146,전주,2019-11-20 15:00,7.6,,,,2.4,,320,,27,,2.8,-10.2,1,,1.68,,,0,0,,,14.4,,,,,
146,전주,2019-11-20 16:00,7.4,,,,1.8,,290,,29,,3,-9.5,1,,1.02,,,3,0,Ci,,11.1,,,,,
146,전주,2019-11-20 17:00,6.3,,,,2.6,,320,,31,,3,-9.6,1,,.42,,,3,0,Ci,,6.9,,,,,
146,전주,2019-11-20 18:00,5.7,,,,1.4,,320,,33,,3,-9.3,.2,,.01,,,0,0,,,5,,,,,
146,전주,2019-11-20 19:00,4.8,,,,1.8,,320,,34,,2.9,-9.7,,9,,,,0,0,,,3.9,,,,,
146,전주,2019-11-20 20:00,3.5,,,,1.4,,140,,47,,3.7,-6.7,,9,,,,0,0,,,3.2,,,,,
146,전주,2019-11-20 21:00,2.4,,,,1.4,,140,,54,,3.9,-5.9,,9,,,,0,0,,,2.7,,,,,
146,전주,2019-11-20 22:00,2.1,,,,1.5,,110,,54,,3.8,-6.2,,9,,,,0,0,,,2.2,,,,,
146,전주,2019-11-20 23:00,1.5,,,,1.2,,140,,59,,4,-5.6,,9,,,,0,0,,,1.8,,,,,
146,전주,2019-11-21 00:00,.4,,,,1.4,,110,,62,,3.9,-6,,9,,,,0,0,,,1.3,,,,,
146,전주,2019-11-21 01:00,-.1,,,,1.5,,110,,64,,3.9,-6.1,,9,,,,0,0,,,.9,,,,,
146,전주,2019-11-21 02:00,-.3,,,,1.8,,140,,60,,3.6,-7.1,,9,,,,0,0,,,.7,,,,,
146,전주,2019-11-21 03:00,-.8,,,,.8,,20,,64,,3.7,-6.7,,9,,,,0,0,,,.6,,,,,
146,전주,2019-11-21 04:00,-1,,,,1.2,,50,,63,,3.6,-7.1,,9,,,,0,0,,,.4,,,,,
146,전주,2019-11-21 05:00,-.5,,,,.6,,180,,63,,3.7,-6.6,,9,,,,0,0,,,.4,,,,,
146,전주,2019-11-21 06:00,-1,,,,.6,,110,,66,,3.8,-6.5,,9,,,,0,0,,,.4,,,,,
146,전주,2019-11-21 07:00,-.9,,,,.9,,160,,66,,3.8,-6.4,,9,,,,0,0,,,.4,,,,,
146,전주,2019-11-21 08:00,-.1,,,,1.5,,140,,66,,4,-5.7,.3,,.1,,,2,0,Ci,,.5,,,,,
146,전주,2019-11-21 09:00,2.9,,,,.1,,0,,49,,3.7,-6.7,1,,.68,,,0,0,,,3.4,,,,,
146,전주,2019-11-21 10:00,4.5,,,,.9,,320,,55,,4.6,-3.7,1,,1.27,,,3,0,Ci,,9.5,,,,,
146,전주,2019-11-21 11:00,7.3,,,,.7,,340,,37,,3.8,-6.4,.6,,1.39,,,6,0,Ci,,12.4,,,,,
146,전주,2019-11-21 12:00,9.4,,,,1.4,,320,,35,,4.1,-5.3,1,,1.92,,,5,0,Ci,,15.7,,,,,
146,전주,2019-11-21 13:00,10.7,,,,1.9,,320,,34,,4.4,-4.5,.7,,1.7,,,6,0,Ci,,14.7,,,,,
146,전주,2019-11-21 14:00,11.2,,,,1.9,,320,,39,,5.2,-2.2,.6,,1.5,,,7,7,Ac,35,14.5,,,,,
146,전주,2019-11-21 15:00,12,,,,1.4,,270,,36,,5,-2.6,.2,,.94,,,8,6,AcCi,35,13.6,,,,,
146,전주,2019-11-21 16:00,12.5,,,,1.1,,290,,31,,4.5,-4.2,.5,,.7,,,8,5,AcCi,35,12.5,,,,,
146,전주,2019-11-21 17:00,11.5,,,,0,,0,,32,,4.3,-4.6,.1,,.19,,,8,6,AcCi,35,10.3,,,,,
146,전주,2019-11-21 18:00,10.6,,,,1.4,,270,,38,,4.9,-3.1,0,,.01,,,8,8,Ac,35,8.8,,,,,
146,전주,2019-11-21 19:00,10.1,,,,.2,,0,,42,,5.2,-2.2,,9,,,,8,8,,45,7.7,,,,,
146,전주,2019-11-21 20:00,9.3,,,,.7,,140,,50,,5.8,-.6,,9,,,,10,10,,45,7.4,,,,,
146,전주,2019-11-21 21:00,8.5,,,,1.4,,110,,53,,5.9,-.5,,9,,,,3,0,Ci,,5.9,,,,,
146,전주,2019-11-21 22:00,6.8,,,,1.2,,340,,64,,6.3,.4,,9,,,,6,3,,44,5.5,,,,,
146,전주,2019-11-21 23:00,6.6,,,,1.9,,140,,59,,5.8,-.8,,9,,,,9,9,,46,5.6,,,,,
146,전주,2019-11-22 00:00,6.7,,,,2,,140,,55,,5.4,-1.7,,9,,,,7,7,,,5.9,,,,,
146,전주,2019-11-22 01:00,7,,,,.9,,180,,55,,5.5,-1.4,,9,,,,10,10,,45,6.1,,,,,
146,전주,2019-11-22 02:00,6.9,,,,1.3,,90,,54,,5.4,-1.7,,9,,,,10,10,,46,5.7,,,,,
146,전주,2019-11-22 03:00,6.5,,,,1.6,,110,,54,,5.2,-2.1,,9,,,,6,0,Ci,,4.9,,,,,
146,전주,2019-11-22 04:00,7.2,,,,.7,,90,,52,,5.3,-2,,9,,,,5,5,Ac,40,5.3,,,,,
146,전주,2019-11-22 05:00,5.7,,,,.9,,290,,63,,5.8,-.8,,9,,,,6,6,Ac,40,4.2,,,,,
146,전주,2019-11-22 06:00,4.6,,,,1.1,,320,,71,,6,-.2,,9,,,,0,0,,,3.6,,,,,
146,전주,2019-11-22 07:00,4.6,,,,1.2,,110,,69,,5.8,-.6,,9,,,,0,0,,,3.3,,,,,
146,전주,2019-11-22 08:00,5.4,,,,1.6,,140,,67,,6,-.2,.3,,.09,,,0,0,,,3.7,,,,,
146,전주,2019-11-22 09:00,8,,,,1.4,,110,,57,,6.1,0,1,,.68,,,0,0,,,7.1,,,,,
146,전주,2019-11-22 10:00,11,,,,1,,90,,48,,6.2,.3,1,,1.29,,,0,0,,,13.1,,,,,
146,전주,2019-11-22 11:00,13.4,,,,1.3,,320,,43,,6.6,1,1,,1.78,,,0,0,,,17.1,,,,,
146,전주,2019-11-22 12:00,16.5,,,,1.6,,340,,34,,6.3,.5,1,,2.06,,,0,0,,,20.5,,,,,
146,전주,2019-11-22 13:00,16.8,,,,1.4,,320,,37,,7.1,2,1,,2.09,,,0,0,,,21.4,,,,,
146,전주,2019-11-22 14:00,18,,,,1.5,,320,,39,,8,3.8,1,,1.94,,,0,0,,,21.2,,,,,
146,전주,2019-11-22 15:00,17.8,,,,1.6,,320,,40,,8.1,4,1,,1.51,,,0,0,,,19.3,,,,,
146,전주,2019-11-22 16:00,17.2,,,,1.8,,320,,43,,8.4,4.4,1,,.97,,,0,0,,,16.6,,,,,
146,전주,2019-11-22 17:00,16,,,,.9,,320,,47,,8.5,4.6,1,,.36,,,0,0,,,12.6,,,,,
146,전주,2019-11-22 18:00,14.8,,,,1.5,,340,,48,,8,3.8,0,,.01,,,0,0,,,10.2,,,,,
146,전주,2019-11-22 19:00,12.4,,,,1.8,,110,,63,,9,5.5,,9,,,,0,0,,,9,,,,,
146,전주,2019-11-22 20:00,11.4,,,,1.2,,140,,66,,8.8,5.2,,9,,,,6,0,,,8.3,,,,,
146,전주,2019-11-22 21:00,10.9,,,,.8,,140,,67,,8.7,5,,9,,,,0,0,,,7.7,,,,,
146,전주,2019-11-22 22:00,9.9,,,,1.7,,140,,70,,8.5,4.6,,9,,,,0,0,,,7.2,,,,,
146,전주,2019-11-22 23:00,9.4,,,,1.9,,140,,72,,8.4,4.5,,9,,,,9,0,,,6.8,,,,,
146,전주,2019-11-23 00:00,9.2,,,,1.9,,110,,73,,8.5,4.6,,9,,,,0,0,,,6.5,,,,,
146,전주,2019-11-23 01:00,9.3,,,,1.4,,140,,73,,8.5,4.6,,9,,,,2,0,,,6.2,,,,,
146,전주,2019-11-23 02:00,8.8,,,,1.6,,110,,75,,8.5,4.6,,9,,,,2,0,,,6,,,,,
146,전주,2019-11-23 03:00,8.7,,,,0,,0,,77,,8.6,4.8,,9,,,,0,0,,,5.5,,,,,
146,전주,2019-11-23 04:00,8.1,,,,1.4,,110,,79,,8.5,4.6,,9,,,,0,0,,,5.6,,,,,
146,전주,2019-11-23 05:00,8,,,,1.5,,110,,79,,8.4,4.5,,9,,,,0,0,,,5.4,,,,,
146,전주,2019-11-23 06:00,7.7,,,,1.2,,110,,81,,8.5,4.6,,9,,,,0,0,,,5.2,,,,,
146,전주,2019-11-23 07:00,7.5,,,,2.3,,140,,82,,8.5,4.6,,9,,,,0,0,,,5.2,,,,,
146,전주,2019-11-23 08:00,8.7,,,,1.7,,110,,77,,8.6,4.8,.1,,.08,,,0,0,,,5.9,,,,,
146,전주,2019-11-23 09:00,11.6,,,,.8,,160,,66,,9,5.4,1,,.62,,,0,0,,,9.3,,,,,
146,전주,2019-11-23 10:00,14.6,,,,1.5,,90,,57,,9.4,6.1,1,,1.25,,,5,0,Ci,,15.2,,,,,
146,전주,2019-11-23 11:00,16.4,,,,1.2,,70,,49,,9.1,5.6,1,,1.74,,,4,0,Ci,,18.8,,,,,
146,전주,2019-11-23 12:00,17.3,,,,1.7,,320,,49,,9.6,6.4,.9,,1.83,,,5,0,Ci,,19.9,,,,,
146,전주,2019-11-23 13:00,18.6,,,,.6,,360,,41,,8.7,5,1,,1.84,,,7,0,Ci,,22.2,,,,,
146,전주,2019-11-23 14:00,20.4,,,,.5,,110,,38,,9,5.5,1,,1.72,,,6,0,Ci,,21.1,,,,,
146,전주,2019-11-23 15:00,21.3,,,,.6,,290,,36,,9.1,5.6,1,,1.62,,,7,0,Ci,,21,,,,,
146,전주,2019-11-23 16:00,19.7,,,,2,,320,,41,,9.3,6,1,,1.01,,,6,0,Ci,,17.6,,,,,
146,전주,2019-11-23 17:00,17.6,,,,1.6,,290,,50,,10,7,.6,,.31,,,6,0,Ci,,13.9,,,,,
146,전주,2019-11-23 18:00,16.8,,,,.9,,230,,53,,10.1,7.1,0,,.02,,,6,0,Ci,,11.7,,,,,
146,전주,2019-11-23 19:00,15.4,,,,1.4,,200,,58,,10.1,7.1,,9,,,,5,0,,,10.9,,,,,
146,전주,2019-11-23 20:00,13.7,,,,1.2,,200,,68,,10.6,7.8,,9,,,,10,1,,56,10.9,,,,,
146,전주,2019-11-23 21:00,12.9,,,,.2,,0,,70,,10.4,7.5,,9,,,,9,9,Ac,40,10.9,,,,,
146,전주,2019-11-23 22:00,13.2,,,,1,,250,,70,,10.6,7.8,,9,,,,10,9,,48,10.8,,,,,
146,전주,2019-11-23 23:00,12.4,,,9,1.4,,110,,75,,10.7,8,,9,,,,10,8,StNs,8,11.1,,,,,
146,전주,2019-11-24 00:00,12.6,,0,,1.1,,140,,72,,10.4,7.6,,9,,,,8,8,Ac,35,10.9,,,,,
146,전주,2019-11-24 01:00,12.3,,,,.9,,110,,74,,10.5,7.7,,9,,,,0,0,,,10.7,,,,,
146,전주,2019-11-24 02:00,12.6,,,,1.4,,140,,72,,10.4,7.6,,9,,,,7,7,,42,10.5,,,,,
146,전주,2019-11-24 03:00,12.4,,,,.8,,50,,73,,10.4,7.6,,9,,,,6,6,Ac,40,9.4,,,,,
146,전주,2019-11-24 04:00,11.7,,,,.4,,0,,77,,10.5,7.7,,9,,,,7,7,Ac,40,8.8,,,,,
146,전주,2019-11-24 05:00,11.1,,,,1.1,,90,,80,,10.5,7.7,,9,,,,7,7,Ac,40,8.7,,,,,
146,전주,2019-11-24 06:00,11.1,,,,1.7,,160,,78,,10.3,7.4,,9,,,,4,4,Ac,40,8.9,,,,,
146,전주,2019-11-24 07:00,11.6,,,,.7,,160,,78,,10.6,7.8,,9,,,,6,6,Sc,10,8.8,,,,,
146,전주,2019-11-24 08:00,11.8,,,,1,,140,,77,,10.6,7.8,.1,,.05,,,2,2,Sc,10,9.3,,,,,
146,전주,2019-11-24 09:00,14.6,,,,.5,,140,,65,,10.7,8,1,,.55,,,2,2,As,40,12.1,,,,,
146,전주,2019-11-24 10:00,16.1,,,,0,,0,,64,,11.6,9.2,1,,1.17,,,1,1,Ac,40,16.9,,,,,
146,전주,2019-11-24 11:00,18.8,,,,.4,,0,,56,,12.1,9.8,1,,1.62,,,2,2,Ac,40,20.1,,,,,
146,전주,2019-11-24 12:00,18.9,,,,2.7,,270,,66,,14.4,12.4,.9,,1.7,,,3,3,Sc,10,20.7,,,,,
146,전주,2019-11-24 13:00,19.4,,,,1.4,,270,,61,,13.7,11.6,1,,1.75,,,5,5,Sc,10,22.4,,,,,
146,전주,2019-11-24 14:00,20.1,,,,1.3,,290,,59,,13.8,11.8,.9,,1.73,,,4,4,Sc,10,23.1,,,,,
146,전주,2019-11-24 15:00,19.1,,,,3.1,,270,,65,,14.3,12.3,.5,,.81,,,8,5,ScAc,10,18.7,,,,,
146,전주,2019-11-24 16:00,18.5,,,,2.6,,230,,68,,14.4,12.4,.2,,.51,,,7,4,AcCi,40,16.8,,,,,
146,전주,2019-11-24 17:00,17.4,,,9,3.4,,270,,78,,15.5,13.5,.2,,.25,,,10,8,StNs,8,15.9,,,,,
146,전주,2019-11-24 18:00,13.4,,.4,,5.5,,270,,95,,14.6,12.6,0,,0,,,10,8,StNs,8,14.4,,,,,
146,전주,2019-11-24 19:00,12.3,,,9,2.9,,230,,94,,13.4,11.3,,9,,,,10,7,StNs,8,13.6,,,,,
146,전주,2019-11-24 20:00,12.3,,,9,3.2,,290,,89,,12.7,10.5,,9,,,,10,7,StNs,8,13.2,,,,,
146,전주,2019-11-24 21:00,11.5,,0,,2.7,,320,,79,,10.6,7.9,,9,,,,10,7,StNs,8,12.1,,,,,
146,전주,2019-11-24 22:00,11,,,9,3.8,,320,,71,,9.3,5.9,,9,,,,10,8,ScAs,10,11.2,,,,,
146,전주,2019-11-24 23:00,10.7,,,9,2.2,,290,,75,,9.6,6.4,,9,,,,10,10,,10,10.9,,,,,
146,전주,2019-11-25 00:00,9.6,,0,,4.8,,290,,75,,8.9,5.3,,9,,,,10,8,ScAs,10,10.1,,,,,
146,전주,2019-11-25 01:00,9,,,,3.3,,320,,71,,8.1,4,,9,,,,8,8,,8,9.6,,,,,
146,전주,2019-11-25 02:00,7.8,,,,3.6,,320,,69,,7.3,2.4,,9,,,,6,6,,7,8.7,,,,,
146,전주,2019-11-25 03:00,6.5,,,,3.6,,320,,66,,6.3,.5,,9,,,,10,6,ScAs,10,7.6,,,,,
146,전주,2019-11-25 04:00,5.8,,,,3,,340,,69,,6.3,.5,,9,,,,9,9,Sc,10,7.6,,,,,
146,전주,2019-11-25 05:00,4.7,,,,2.5,,340,,74,,6.3,.4,,9,,,,9,9,Sc,10,6.3,,,,,
146,전주,2019-11-25 06:00,3.9,,,,4.2,,340,,68,,5.5,-1.4,,9,,,,9,9,Sc,10,5.3,,,,,
146,전주,2019-11-25 07:00,3.2,,,,3.1,,340,,68,,5.2,-2.1,,9,,,,9,3,ScCi,10,5.1,,,,,
146,전주,2019-11-25 08:00,2.9,,,,3.5,,340,,68,,5.1,-2.4,0,,.03,,,9,4,ScCi,10,5.3,,,,,
146,전주,2019-11-25 09:00,3,,,,3.2,,340,,68,,5.2,-2.3,0,,.18,,,9,4,ScCi,10,6.5,,,,,
146,전주,2019-11-25 10:00,3.2,,,,2.6,,340,,65,,5,-2.7,0,,.41,,,9,3,ScCi,10,7.7,,,,,
146,전주,2019-11-25 11:00,3.5,,,,3,,340,,65,,5.1,-2.4,0,,.55,,,9,0,Ci,,8.8,,,,,
146,전주,2019-11-25 12:00,4.2,,,,2.6,,340,,64,,5.3,-2,0,,.73,,,9,0,Ci,,10.1,,,,,
146,전주,2019-11-25 13:00,4.4,,,,2.1,,320,,64,,5.4,-1.8,0,,.8,,,9,0,Ci,,10.3,,,,,
146,전주,2019-11-25 14:00,5.4,,,,2,,320,,61,,5.5,-1.5,0,,.82,,,9,0,Ci,,10.9,,,,,
146,전주,2019-11-25 15:00,5.4,,,,2,,320,,60,,5.4,-1.7,0,,.7,,,9,0,Ci,,10.1,,,,,
146,전주,2019-11-25 16:00,5.2,,,,1.9,,320,,59,,5.2,-2.1,0,,.47,,,9,0,Ci,,9,,,,,
146,전주,2019-11-25 17:00,5,,,,1.5,,320,,60,,5.2,-2.1,0,,.18,,,9,2,ScCi,10,7.4,,,,,
146,전주,2019-11-25 18:00,4.6,,,,2.1,,320,,62,,5.3,-2,0,,.01,,,7,0,Ci,,6,,,,,
146,전주,2019-11-25 19:00,4.4,,,,1.3,,320,,65,,5.4,-1.6,,9,,,,10,8,,61,5.6,,,,,
146,전주,2019-11-25 20:00,4,,,,1.1,,340,,69,,5.6,-1.1,,9,,,,9,1,,16,5.3,,,,,
146,전주,2019-11-25 21:00,3.7,,,,.6,,340,,71,,5.7,-1,,9,,,,9,1,ScCi,10,4.5,,,,,
146,전주,2019-11-25 22:00,3.7,,,,.6,,250,,73,,5.8,-.7,,9,,,,4,3,,16,4.4,,,,,
146,전주,2019-11-25 23:00,3.3,,,,.3,,0,,74,,5.8,-.8,,9,,,,0,0,,,3.9,,,,,
146,전주,2019-11-26 00:00,2.9,,,,0,,0,,76,,5.7,-.9,,9,,,,3,3,Sc,10,3.5,,,,,
146,전주,2019-11-26 01:00,2.5,,,,1,,110,,79,,5.8,-.7,,9,,,,0,0,,,3.3,,,,,
146,전주,2019-11-26 02:00,2,,,,.7,,110,,81,,5.7,-.9,,9,,,,0,0,,,3,,,,,
146,전주,2019-11-26 03:00,1.6,,,,1.6,,140,,82,,5.6,-1.1,,9,,,,0,0,,,2.7,,,,,
146,전주,2019-11-26 04:00,1.7,,,,1.2,,110,,83,,5.8,-.8,,9,,,,6,6,Sc,10,3.4,,,,,
146,전주,2019-11-26 05:00,2,,,,.8,,110,,81,,5.7,-.9,,9,,,,3,3,Sc,10,3.4,,,,,
146,전주,2019-11-26 06:00,1.6,,,,1.2,,160,,83,,5.7,-.9,,9,,,,0,0,,,2.8,,,,,
146,전주,2019-11-26 07:00,2.1,,,,.5,,90,,82,,5.8,-.6,,9,,,,0,0,,,2.7,,,,,
146,전주,2019-11-26 08:00,2.5,,,,.4,,0,,82,,6,-.2,0,,.07,,,7,7,Ac,38,3.5,,,,,
146,전주,2019-11-26 09:00,4.3,,,,.2,,0,,75,,6.2,.2,.2,,.41,,,7,7,Ac,34,6.6,,,,,
146,전주,2019-11-26 10:00,6.9,,,,.3,,0,,67,,6.6,1.1,.8,,1.01,,,5,5,Ac,35,10.6,,,,,
146,전주,2019-11-26 11:00,10,,,,.9,,320,,58,,7.1,2.1,.9,,1.72,,,6,6,Ac,34,16.4,,,,,
146,전주,2019-11-26 12:00,11.6,,,,1.9,,320,,59,,8,3.8,1,,2.02,,,0,0,,,19.2,,,,,
146,전주,2019-11-26 13:00,13,,,,2,,340,,50,,7.5,2.8,1,,2.11,,,0,0,,,20.4,,,,,
