瘤痢,瘤痢疙,老矫,扁柯(∑C),浅氢(deg),浅加(m/s),碍荐樊(mm),泅瘤扁拘(hPa),秦搁扁拘(hPa),嚼档(%)
571,拳己,2019-05-04 05:00,10.3,264.9,.9,0,,,84.1
571,拳己,2019-05-04 06:00,10.9,293.2,.5,0,,,78.6
571,拳己,2019-05-04 07:00,12.8,237.8,.6,0,,,70.4
571,拳己,2019-05-04 08:00,15.2,194.7,1.2,0,,,59.9
571,拳己,2019-05-04 09:00,17.9,163.8,1,0,,,49.7
571,拳己,2019-05-04 10:00,19.9,229.8,1,0,,,42.1
571,拳己,2019-05-04 11:00,22.2,202,1.9,0,,,38
571,拳己,2019-05-04 12:00,23.4,199.3,1.5,0,,,37
571,拳己,2019-05-04 13:00,24.3,216.2,2,0,,,33.3
571,拳己,2019-05-04 14:00,24.4,208.2,1.9,0,,,36.2
571,拳己,2019-05-04 15:00,24.1,297.7,2.4,0,,,30.6
571,拳己,2019-05-04 16:00,24.3,276.1,2.3,0,,,28.2
571,拳己,2019-05-04 17:00,23.3,292.5,2.3,0,,,26.9
571,拳己,2019-05-04 18:00,21.4,278,1.7,0,,,31.6
571,拳己,2019-05-04 19:00,19.1,304,.8,0,,,36.7
571,拳己,2019-05-04 20:00,15.8,0,.2,0,,,50.7
571,拳己,2019-05-04 21:00,13.9,0,.1,0,,,62.2
571,拳己,2019-05-04 22:00,13.1,0,0,0,,,68.2
571,拳己,2019-05-04 23:00,12.4,0,.1,0,,,72.3
571,拳己,2019-05-05 00:00,12.3,0,0,0,,,72.3
571,拳己,2019-05-05 01:00,12.7,0,.4,0,,,72.7
571,拳己,2019-05-05 02:00,12.2,0,0,0,,,69.8
571,拳己,2019-05-05 03:00,11.9,0,.1,0,,,71.5
571,拳己,2019-05-05 04:00,11.2,0,.2,0,,,72.2
571,拳己,2019-05-05 05:00,11.7,37,.9,0,,,72.1
571,拳己,2019-05-05 06:00,10.9,0,.3,0,,,72.7
571,拳己,2019-05-05 07:00,12.8,37.4,.9,0,,,68
571,拳己,2019-05-05 08:00,15.5,225,.8,0,,,55.8
571,拳己,2019-05-05 09:00,18.3,217.5,.8,0,,,49.2
571,拳己,2019-05-05 10:00,21.9,203.8,.8,0,,,41.8
571,拳己,2019-05-05 11:00,23.7,235.6,1.3,0,,,30
571,拳己,2019-05-05 12:00,24.4,216,3,0,,,30.6
571,拳己,2019-05-05 13:00,25.2,276.5,2.2,0,,,22.7
571,拳己,2019-05-05 14:00,24.7,297,3,0,,,21
571,拳己,2019-05-05 15:00,25.1,288.3,2.5,0,,,14.9
571,拳己,2019-05-05 16:00,23.6,303.3,3,0,,,13.6
571,拳己,2019-05-05 17:00,23.2,277.9,2.2,0,,,13.1
571,拳己,2019-05-05 18:00,20.5,329.6,1.3,0,,,25.2
571,拳己,2019-05-05 19:00,17.1,336.1,1.3,0,,,38.1
571,拳己,2019-05-05 20:00,14.4,240.4,.6,0,,,53.1
571,拳己,2019-05-05 21:00,14,211,2.1,0,,,58.1
571,拳己,2019-05-05 22:00,12.5,0,.3,0,,,65.5
571,拳己,2019-05-05 23:00,11.6,207.8,.6,0,,,74.3
571,拳己,2019-05-06 00:00,14.5,223.3,1.1,0,,,55.7
571,拳己,2019-05-06 01:00,14,311.2,2.4,0,,,53.8
571,拳己,2019-05-06 02:00,12.7,327.1,2.8,0,,,42.7
571,拳己,2019-05-06 03:00,11.3,341.4,1.5,0,,,42
571,拳己,2019-05-06 04:00,10.4,319.9,1.2,0,,,41.8
571,拳己,2019-05-06 05:00,10,226.6,.8,0,,,41.1
571,拳己,2019-05-06 06:00,9.9,292.4,2.4,0,,,38.3
571,拳己,2019-05-06 07:00,11.4,172.6,1.5,0,,,30
571,拳己,2019-05-06 08:00,12.9,175.5,1.5,0,,,22.3
571,拳己,2019-05-06 09:00,14,122.4,2.2,0,,,19.7
571,拳己,2019-05-06 10:00,15.4,68.4,2.7,0,,,15.5
571,拳己,2019-05-06 11:00,16.7,62.2,2.8,0,,,11.5
571,拳己,2019-05-06 12:00,18.4,307.3,2.7,0,,,10.6
571,拳己,2019-05-06 13:00,17.5,317.4,3.5,0,,,9.1
571,拳己,2019-05-06 14:00,18,313.3,3.1,0,,,11.6
571,拳己,2019-05-06 15:00,18,285.3,4.3,0,,,15
571,拳己,2019-05-06 16:00,17.4,267.5,3.6,0,,,24.3
571,拳己,2019-05-06 17:00,15.9,268.2,4.9,0,,,27.7
571,拳己,2019-05-06 18:00,15.4,266.7,2.7,0,,,27.3
571,拳己,2019-05-06 19:00,13.4,268.8,1.8,0,,,36.3
571,拳己,2019-05-06 20:00,12.1,253.1,1.4,0,,,44.1
571,拳己,2019-05-06 21:00,11.4,256.9,.9,0,,,45.2
571,拳己,2019-05-06 22:00,11.2,3.3,.7,0,,,53.8
571,拳己,2019-05-06 23:00,10.8,225.9,.9,0,,,59.8
571,拳己,2019-05-07 00:00,9.2,0,.2,0,,,65.9
571,拳己,2019-05-07 01:00,9.4,23.7,.6,0,,,66.9
571,拳己,2019-05-07 02:00,7.4,0,.2,0,,,73.3
571,拳己,2019-05-07 03:00,6.9,0,.4,0,,,75.7
571,拳己,2019-05-07 04:00,6,0,.2,0,,,78.3
571,拳己,2019-05-07 05:00,6.2,0,.3,0,,,79.7
571,拳己,2019-05-07 06:00,6.1,0,.4,0,,,80.8
571,拳己,2019-05-07 07:00,8.9,222.4,.8,0,,,76
571,拳己,2019-05-07 08:00,11.3,183.7,1.6,0,,,64.6
571,拳己,2019-05-07 09:00,13.7,214.1,2,0,,,56.1
571,拳己,2019-05-07 10:00,16.3,214.8,2.4,0,,,44.2
571,拳己,2019-05-07 11:00,17.5,232.2,3.4,0,,,24.6
571,拳己,2019-05-07 12:00,19,236,2.9,0,,,30.9
571,拳己,2019-05-07 13:00,19.5,226,3.5,0,,,18.8
571,拳己,2019-05-07 14:00,20.4,232,4.3,0,,,15.3
571,拳己,2019-05-07 15:00,19.9,274.6,3.5,0,,,17
571,拳己,2019-05-07 16:00,20.1,259.5,2.6,0,,,17.5
571,拳己,2019-05-07 17:00,18.9,256.9,2.7,0,,,18.6
571,拳己,2019-05-07 18:00,17.4,271,3.1,0,,,16.6
571,拳己,2019-05-07 19:00,16.1,232,1.8,0,,,20.9
571,拳己,2019-05-07 20:00,15.1,278.5,1.6,0,,,28.2
571,拳己,2019-05-07 21:00,13.4,185.6,1.2,0,,,38.1
571,拳己,2019-05-07 22:00,11.8,184.2,.7,0,,,43.6
571,拳己,2019-05-07 23:00,11,221.7,1.1,0,,,47.4
571,拳己,2019-05-08 00:00,10.5,259.4,.9,0,,,50.4
571,拳己,2019-05-08 01:00,9.9,176.6,.5,0,,,51.6
571,拳己,2019-05-08 02:00,9,287.6,.8,0,,,55.5
571,拳己,2019-05-08 03:00,9.1,283.4,.6,0,,,55.2
571,拳己,2019-05-08 04:00,9.3,259.8,.8,0,,,54.6
571,拳己,2019-05-08 05:00,9.3,257.1,.9,0,,,53.3
571,拳己,2019-05-08 06:00,9.4,244.6,.9,0,,,54.4
571,拳己,2019-05-08 07:00,11.5,191.2,1.3,0,,,47
571,拳己,2019-05-08 08:00,14.2,181.7,1.6,0,,,43.3
571,拳己,2019-05-08 09:00,16.1,213.7,3,0,,,37.8
571,拳己,2019-05-08 10:00,16.8,229.8,4.1,0,,,38.5
571,拳己,2019-05-08 11:00,18.4,240.3,4.1,0,,,36.9
571,拳己,2019-05-08 12:00,19.6,213.5,4.4,0,,,36.7
571,拳己,2019-05-08 13:00,18.6,228.3,4.2,0,,,39.3
571,拳己,2019-05-08 14:00,20,224.7,2.2,0,,,39.7
571,拳己,2019-05-08 15:00,20.2,227.4,3.5,0,,,39.4
571,拳己,2019-05-08 16:00,19.7,217.5,3.6,0,,,42.1
571,拳己,2019-05-08 17:00,18.9,232.1,3.4,0,,,44.2
571,拳己,2019-05-08 18:00,16.2,278,3.5,0,,,50.9
571,拳己,2019-05-08 19:00,15,275.1,2.6,0,,,55.2
571,拳己,2019-05-08 20:00,14,279.8,2.2,0,,,60.7
571,拳己,2019-05-08 21:00,13.2,176.3,.5,0,,,65.5
571,拳己,2019-05-08 22:00,13.4,209.3,2.3,0,,,67.5
571,拳己,2019-05-08 23:00,12.6,203.5,1.1,0,,,71.6
571,拳己,2019-05-09 00:00,11.8,0,.2,0,,,76.4
571,拳己,2019-05-09 01:00,11.5,215.1,.6,0,,,76.9
571,拳己,2019-05-09 02:00,11,207.6,.5,0,,,77.3
571,拳己,2019-05-09 03:00,10.7,231.9,.6,0,,,79.7
571,拳己,2019-05-09 04:00,10.5,248.3,.8,0,,,81.8
571,拳己,2019-05-09 05:00,10.5,278.2,.6,0,,,81.1
571,拳己,2019-05-09 06:00,10.7,266.8,.5,0,,,80.9
571,拳己,2019-05-09 07:00,11.9,221.6,1.1,0,,,73.2
571,拳己,2019-05-09 08:00,14,222.6,2.3,0,,,61.6
571,拳己,2019-05-09 09:00,16.1,217.5,2.3,0,,,42
571,拳己,2019-05-09 10:00,17.7,224.8,1.6,0,,,34.4
571,拳己,2019-05-09 11:00,19.5,235.4,2.3,0,,,30.7
571,拳己,2019-05-09 12:00,18.9,267.7,2.9,0,,,24.3
571,拳己,2019-05-09 13:00,20,307,2.8,0,,,21.8
571,拳己,2019-05-09 14:00,20.8,307.2,1.8,0,,,19
571,拳己,2019-05-09 15:00,20.5,284.2,2.2,0,,,15.2
571,拳己,2019-05-09 16:00,20.4,274.4,2.5,0,,,15.2
571,拳己,2019-05-09 17:00,19.9,270.5,2,0,,,19.8
571,拳己,2019-05-09 18:00,18.3,278.6,2.7,0,,,23.9
571,拳己,2019-05-09 19:00,15.6,273.6,2.2,0,,,34.8
571,拳己,2019-05-09 20:00,14,263,2.6,0,,,51.4
571,拳己,2019-05-09 21:00,11.7,0,.3,0,,,62.9
571,拳己,2019-05-09 22:00,10.9,206.2,.7,0,,,69.9
571,拳己,2019-05-09 23:00,10.4,0,.3,0,,,74.1
571,拳己,2019-05-10 00:00,10.7,32.5,.9,0,,,73.5
571,拳己,2019-05-10 01:00,9.3,0,.1,0,,,79.3
571,拳己,2019-05-10 02:00,9.1,0,0,0,,,80.9
571,拳己,2019-05-10 03:00,8.9,0,0,0,,,82.8
571,拳己,2019-05-10 04:00,8.6,0,.1,0,,,85.2
571,拳己,2019-05-10 05:00,8.6,0,0,0,,,85.4
571,拳己,2019-05-10 06:00,9.1,31.1,1.1,0,,,82.1
571,拳己,2019-05-10 07:00,11.9,33.1,.9,0,,,69.8
571,拳己,2019-05-10 08:00,14.7,224.2,.7,0,,,58.8
571,拳己,2019-05-10 09:00,17.5,212.7,1.3,0,,,52.1
571,拳己,2019-05-10 10:00,19.2,190.3,1.8,0,,,44.1
571,拳己,2019-05-10 11:00,22.7,144.9,1.7,0,,,35.4
571,拳己,2019-05-10 12:00,23.1,228.1,2.1,0,,,35.1
571,拳己,2019-05-10 13:00,22.7,259.1,2.5,0,,,39.9
571,拳己,2019-05-10 14:00,23,295.1,2.5,0,,,38.8
571,拳己,2019-05-10 15:00,22.7,290.2,3.2,0,,,42.7
571,拳己,2019-05-10 16:00,20.5,298.2,2,0,,,39.1
571,拳己,2019-05-10 17:00,19.3,340.6,1.8,0,,,34.1
571,拳己,2019-05-10 18:00,17.4,316.1,2.4,0,,,37.1
571,拳己,2019-05-10 19:00,16,344.7,1.7,0,,,44.2
571,拳己,2019-05-10 20:00,14.6,338.5,1.6,0,,,47.1
571,拳己,2019-05-10 21:00,14.3,327.1,1,0,,,55
571,拳己,2019-05-10 22:00,13.6,339.4,.7,0,,,61.3
571,拳己,2019-05-10 23:00,12.2,7.9,.5,0,,,66.5
571,拳己,2019-05-11 00:00,11.8,0,0,0,,,65.6
571,拳己,2019-05-11 01:00,11.6,0,.2,0,,,67.8
571,拳己,2019-05-11 02:00,11.4,0,.4,0,,,72.4
571,拳己,2019-05-11 03:00,11.3,0,.1,0,,,76.5
571,拳己,2019-05-11 04:00,10.8,0,.3,0,,,81.7
571,拳己,2019-05-11 05:00,10.7,39.8,.6,0,,,82.1
571,拳己,2019-05-11 06:00,10.5,0,.3,0,,,81.8
571,拳己,2019-05-11 07:00,13,44.5,.6,0,,,70.9
571,拳己,2019-05-11 08:00,15.3,337.2,1.1,0,,,58.9
571,拳己,2019-05-11 09:00,17.6,63,1.1,0,,,49.7
571,拳己,2019-05-11 10:00,19.9,322.9,.7,0,,,46.5
571,拳己,2019-05-11 11:00,21.1,226.7,1.9,0,,,46.1
571,拳己,2019-05-11 12:00,22.7,226.6,3,0,,,43.6
571,拳己,2019-05-11 13:00,23.8,190.6,3.4,0,,,40.9
571,拳己,2019-05-11 14:00,23.8,286.9,2.8,0,,,36.6
571,拳己,2019-05-11 15:00,22.4,290.8,2.7,0,,,40.4
571,拳己,2019-05-11 16:00,21.6,288,2.6,0,,,21.5
571,拳己,2019-05-11 17:00,24.1,332.9,1.3,0,,,17.4
571,拳己,2019-05-11 18:00,21.4,326.4,1.6,0,,,18.5
571,拳己,2019-05-11 19:00,19,15.1,1,0,,,22.4
571,拳己,2019-05-11 20:00,16.7,36.3,.5,0,,,30.3
571,拳己,2019-05-11 21:00,16.2,24,1.6,0,,,24.6
571,拳己,2019-05-11 22:00,14,223,.5,0,,,45.4
571,拳己,2019-05-11 23:00,13.1,0,.3,0,,,47.3
571,拳己,2019-05-12 00:00,12.3,0,.3,0,,,49.8
571,拳己,2019-05-12 01:00,11.8,0,.1,0,,,51
571,拳己,2019-05-12 02:00,11.5,0,0,0,,,54.8
571,拳己,2019-05-12 03:00,11.3,0,0,0,,,60.2
571,拳己,2019-05-12 04:00,10.7,0,.2,0,,,67.5
571,拳己,2019-05-12 05:00,10.2,0,0,0,,,72.5
571,拳己,2019-05-12 06:00,10.9,0,.1,0,,,71.7
571,拳己,2019-05-12 07:00,12.7,223.3,.7,0,,,61.6
571,拳己,2019-05-12 08:00,15.7,219.3,1,0,,,51
571,拳己,2019-05-12 09:00,20.2,62.5,1,0,,,38.2
571,拳己,2019-05-12 10:00,22.8,118.5,1.5,0,,,33.4
571,拳己,2019-05-12 11:00,23.3,199.2,2.2,0,,,31.2
571,拳己,2019-05-12 12:00,24.7,217.2,2.2,0,,,29.1
571,拳己,2019-05-12 13:00,25.3,218.3,1.6,0,,,28.3
571,拳己,2019-05-12 14:00,26.9,213.1,1.9,0,,,26.3
571,拳己,2019-05-12 15:00,26.1,215.4,2.9,0,,,25.2
571,拳己,2019-05-12 16:00,26.4,221.4,2.7,0,,,21.2
571,拳己,2019-05-12 17:00,25,351.5,2.2,0,,,26.5
571,拳己,2019-05-12 18:00,22.8,348.4,2,0,,,24.5
571,拳己,2019-05-12 19:00,21.5,2.2,1.2,0,,,26.6
571,拳己,2019-05-12 20:00,19.2,0,.3,0,,,31.6
571,拳己,2019-05-12 21:00,17.2,0,.2,0,,,38.3
571,拳己,2019-05-12 22:00,16.4,241.6,1,0,,,40.7
571,拳己,2019-05-12 23:00,15.5,0,.2,0,,,48.8
571,拳己,2019-05-13 00:00,16.5,262.1,1,0,,,46.2
571,拳己,2019-05-13 01:00,16,268.7,.8,0,,,50
571,拳己,2019-05-13 02:00,15.1,0,.3,0,,,51.7
571,拳己,2019-05-13 03:00,14.3,0,.2,0,,,53.4
571,拳己,2019-05-13 04:00,15,295.1,.8,0,,,45.5
571,拳己,2019-05-13 05:00,14.6,24.4,.8,0,,,50.2
571,拳己,2019-05-13 06:00,14.3,30.1,1.2,0,,,51.7
571,拳己,2019-05-13 07:00,16,40.5,1.2,0,,,48
571,拳己,2019-05-13 08:00,19.3,0,.4,0,,,38.3
571,拳己,2019-05-13 09:00,20.9,159.1,2.6,0,,,35.1
571,拳己,2019-05-13 10:00,21.9,155.4,2.2,0,,,35.6
571,拳己,2019-05-13 11:00,22.8,152.5,2.3,0,,,34
571,拳己,2019-05-13 12:00,23.7,157.7,2.1,0,,,30
571,拳己,2019-05-13 13:00,23.1,297.1,1.6,0,,,37.8
571,拳己,2019-05-13 14:00,21,294,2.5,0,,,31.2
571,拳己,2019-05-13 15:00,20.2,230.7,1.8,0,,,37.8
571,拳己,2019-05-13 16:00,19.4,202.5,1.9,0,,,45.9
571,拳己,2019-05-13 17:00,19.1,309.1,1.2,0,,,53.5
571,拳己,2019-05-13 18:00,17.5,270.3,3.4,0,,,50.4
571,拳己,2019-05-13 19:00,15.9,282.8,1.7,0,,,60.2
571,拳己,2019-05-13 20:00,15.2,14.9,.8,0,,,66.7
571,拳己,2019-05-13 21:00,15.1,91.7,.5,0,,,69
571,拳己,2019-05-13 22:00,14.8,0,.2,0,,,69.4
571,拳己,2019-05-13 23:00,14.9,0,.1,0,,,68.8
571,拳己,2019-05-14 00:00,15,79.4,.6,0,,,65.5
571,拳己,2019-05-14 01:00,14.4,33.5,.5,0,,,68.4
571,拳己,2019-05-14 02:00,13.4,0,0,0,,,72.7
571,拳己,2019-05-14 03:00,12.6,0,.2,0,,,75.2
571,拳己,2019-05-14 04:00,12.5,0,.2,0,,,76
571,拳己,2019-05-14 05:00,12.8,27.6,.8,0,,,75.4
571,拳己,2019-05-14 06:00,12.4,36,1,0,,,76.3
571,拳己,2019-05-14 07:00,14.9,0,.2,0,,,68.7
571,拳己,2019-05-14 08:00,17.5,196.4,.8,0,,,60.1
571,拳己,2019-05-14 09:00,19.1,278.2,.5,0,,,49.3
571,拳己,2019-05-14 10:00,21.6,154.2,2.1,0,,,43.7
571,拳己,2019-05-14 11:00,22.4,196.7,2.3,0,,,41.8
571,拳己,2019-05-14 12:00,23.1,245.2,2.2,0,,,38.5
571,拳己,2019-05-14 13:00,25.2,195.8,2.2,0,,,35.3
571,拳己,2019-05-14 14:00,25.7,206.7,2,0,,,28.3
571,拳己,2019-05-14 15:00,26,209.1,2.7,0,,,28.1
571,拳己,2019-05-14 16:00,24.9,279.3,2.2,0,,,32.2
571,拳己,2019-05-14 17:00,24.5,276.7,2.5,0,,,38.1
571,拳己,2019-05-14 18:00,22.1,320.2,1.5,0,,,40.3
571,拳己,2019-05-14 19:00,19.4,328.1,1.5,0,,,52.3
571,拳己,2019-05-14 20:00,17.9,335.2,1.5,0,,,61.3
571,拳己,2019-05-14 21:00,17.5,2.3,1.6,0,,,63
571,拳己,2019-05-14 22:00,15.2,0,.3,0,,,72.4
571,拳己,2019-05-14 23:00,14.6,0,.2,0,,,77.3
571,拳己,2019-05-15 00:00,15,21.8,.6,0,,,75.1
571,拳己,2019-05-15 01:00,13.7,0,.2,0,,,78.5
571,拳己,2019-05-15 02:00,14.2,0,.2,0,,,80
571,拳己,2019-05-15 03:00,15,39,.8,0,,,76.7
571,拳己,2019-05-15 04:00,14.3,204.5,.7,0,,,80.9
571,拳己,2019-05-15 05:00,14.9,291.1,.5,0,,,79.5
571,拳己,2019-05-15 06:00,15,37.8,.6,0,,,76.3
571,拳己,2019-05-15 07:00,15.9,0,.2,0,,,74
571,拳己,2019-05-15 08:00,17.9,223.3,1,0,,,63.4
571,拳己,2019-05-15 09:00,19.9,204.1,1.3,0,,,54.5
571,拳己,2019-05-15 10:00,21.3,219.9,1.1,0,,,43.2
571,拳己,2019-05-15 11:00,24.1,121.2,1.7,0,,,44.5
571,拳己,2019-05-15 12:00,25,195.2,2.2,0,,,39.1
571,拳己,2019-05-15 13:00,26.1,233.1,3,0,,,37.1
571,拳己,2019-05-15 14:00,25.9,249.3,2.6,0,,,28.2
571,拳己,2019-05-15 15:00,26.4,210,2.7,0,,,32.5
571,拳己,2019-05-15 16:00,25.6,267.3,2.5,0,,,38.3
571,拳己,2019-05-15 17:00,23.6,292.7,3.6,0,,,43.7
571,拳己,2019-05-15 18:00,22.4,289.6,1.6,0,,,49.8
571,拳己,2019-05-15 19:00,19.5,343.4,1.3,0,,,59.9
571,拳己,2019-05-15 20:00,18,337.2,1.4,0,,,63.4
571,拳己,2019-05-15 21:00,17.7,356.2,2,0,,,65.6
571,拳己,2019-05-15 22:00,16.9,329.9,.7,0,,,72.4
571,拳己,2019-05-15 23:00,15.7,0,0,0,,,76.7
571,拳己,2019-05-16 00:00,15.5,0,.2,0,,,78.1
571,拳己,2019-05-16 01:00,15.1,0,.4,0,,,79.4
571,拳己,2019-05-16 02:00,15.3,161.6,.7,0,,,85.3
571,拳己,2019-05-16 03:00,15.3,0,.2,0,,,85.9
571,拳己,2019-05-16 04:00,15.4,0,.1,0,,,83.1
571,拳己,2019-05-16 05:00,15.2,0,.4,0,,,82.4
571,拳己,2019-05-16 06:00,14.7,283.8,.5,0,,,81.4
571,拳己,2019-05-16 07:00,16.6,28.4,.8,0,,,74.6
571,拳己,2019-05-16 08:00,20.6,230.8,.5,0,,,56.4
571,拳己,2019-05-16 09:00,23.2,148,2.1,0,,,50.6
571,拳己,2019-05-16 10:00,25,144.2,1.7,0,,,45.2
571,拳己,2019-05-16 11:00,26.3,192.6,3,0,,,34.1
571,拳己,2019-05-16 12:00,27.2,225.4,2.7,0,,,30.8
571,拳己,2019-05-16 13:00,28.7,193,3.1,0,,,24.8
571,拳己,2019-05-16 14:00,28.6,220.3,3,0,,,21.2
571,拳己,2019-05-16 15:00,28.5,305.3,2.2,0,,,26
571,拳己,2019-05-16 16:00,27.3,290,2.9,0,,,29
571,拳己,2019-05-16 17:00,27.3,291.1,2.2,0,,,28.1
571,拳己,2019-05-16 18:00,25.3,328.3,1.6,0,,,32.4
571,拳己,2019-05-16 19:00,23.4,320.8,.9,0,,,40.6
571,拳己,2019-05-16 20:00,21.9,331.6,1.3,0,,,44.3
571,拳己,2019-05-16 21:00,21.3,347.1,1.4,0,,,45.5
571,拳己,2019-05-16 22:00,20.9,332.2,1.4,0,,,48.4
571,拳己,2019-05-16 23:00,20.7,300.6,1.4,0,,,46.9
571,拳己,2019-05-17 00:00,18.6,0,.3,0,,,58.3
571,拳己,2019-05-17 01:00,17.5,0,.1,0,,,71
571,拳己,2019-05-17 02:00,17.6,359.1,.5,0,,,68.1
571,拳己,2019-05-17 03:00,17.6,22.5,.8,0,,,67.5
571,拳己,2019-05-17 04:00,16.3,0,.3,0,,,73.4
571,拳己,2019-05-17 05:00,15.7,0,.1,0,,,76
571,拳己,2019-05-17 06:00,16.1,0,.1,0,,,74.7
571,拳己,2019-05-17 07:00,17.6,0,.3,0,,,70.9
571,拳己,2019-05-17 08:00,19.8,227.3,.7,0,,,60.9
571,拳己,2019-05-17 09:00,24.2,127.8,.8,0,,,47.7
571,拳己,2019-05-17 10:00,25.5,112.3,1.9,0,,,37.9
571,拳己,2019-05-17 11:00,27.1,98.9,1.7,0,,,36.5
571,拳己,2019-05-17 12:00,27.1,162.3,1.7,0,,,36.8
571,拳己,2019-05-17 13:00,27.8,151.8,1.2,0,,,36
571,拳己,2019-05-17 14:00,27.4,88.5,1,0,,,35.1
571,拳己,2019-05-17 15:00,25,348.5,1.6,0,,,45.5
571,拳己,2019-05-17 16:00,24.1,318.6,1.8,0,,,45.6
571,拳己,2019-05-17 17:00,23.6,355.7,.8,0,,,48.2
571,拳己,2019-05-17 18:00,22.9,26,1,0,,,49.6
571,拳己,2019-05-17 19:00,21.8,352.3,.9,0,,,47.9
571,拳己,2019-05-17 20:00,21.6,24.9,1.3,0,,,47.5
571,拳己,2019-05-17 21:00,21.6,20.8,.7,0,,,49.9
571,拳己,2019-05-17 22:00,21.4,39,1,0,,,52.4
571,拳己,2019-05-17 23:00,21.3,59.2,1.3,0,,,54.5
571,拳己,2019-05-18 00:00,19.2,173.4,1.9,0,,,67.8
571,拳己,2019-05-18 01:00,18.1,185.4,1.6,0,,,70.1
571,拳己,2019-05-18 02:00,17.6,204.7,1.9,0,,,62.4
571,拳己,2019-05-18 03:00,16.9,194.3,.5,0,,,68.1
571,拳己,2019-05-18 04:00,17.7,0,.4,0,,,68.2
571,拳己,2019-05-18 05:00,18,38.4,1.5,0,,,66.8
571,拳己,2019-05-18 06:00,19.2,101.9,1.3,0,,,61.7
571,拳己,2019-05-18 07:00,19.9,95.2,1,0,,,57.2
571,拳己,2019-05-18 08:00,21.1,87.5,1.3,0,,,51.4
571,拳己,2019-05-18 09:00,22.3,127,1.8,0,,,47.1
571,拳己,2019-05-18 10:00,22.8,103.9,2.2,0,,,48.5
571,拳己,2019-05-18 11:00,21.9,89.7,3.2,0,,,50.1
571,拳己,2019-05-18 12:00,22.1,126.1,3.2,0,,,50.2
571,拳己,2019-05-18 13:00,22.4,106.8,2.1,0,,,49.8
571,拳己,2019-05-18 14:00,23.5,115.1,2.6,0,,,47.3
571,拳己,2019-05-18 15:00,24,99,3.5,0,,,45.1
571,拳己,2019-05-18 16:00,24.2,120.8,2,0,,,44.1
571,拳己,2019-05-18 17:00,23.4,109.1,2.5,0,,,46.5
571,拳己,2019-05-18 18:00,20.8,101.5,2,0,,,61.3
571,拳己,2019-05-18 19:00,18.5,55.2,.8,.5,,,81.6
571,拳己,2019-05-18 20:00,19,75,.8,0,,,76.7
571,拳己,2019-05-18 21:00,20,94.9,1.1,0,,,67.8
571,拳己,2019-05-18 22:00,20.2,100.5,1.4,0,,,65
571,拳己,2019-05-18 23:00,20.6,108.4,2.1,0,,,61.1
571,拳己,2019-05-19 00:00,20.4,105.9,2.4,0,,,62.4
571,拳己,2019-05-19 01:00,17.6,102.2,1.1,1.5,,,83.9
571,拳己,2019-05-19 02:00,17.7,93.9,2,.5,,,83.4
571,拳己,2019-05-19 03:00,17.8,58.1,.9,.5,,,84.1
571,拳己,2019-05-19 04:00,17.9,81.6,1.5,.5,,,82.3
571,拳己,2019-05-19 05:00,18.1,86.6,1.5,.5,,,79.9
571,拳己,2019-05-19 06:00,18.4,102.8,1.8,0,,,76.5
571,拳己,2019-05-19 07:00,19,118.4,2.6,0,,,71.7
571,拳己,2019-05-19 08:00,18.3,121.3,2.4,.5,,,77.8
571,拳己,2019-05-19 09:00,17.8,112.6,2.3,1,,,85.8
571,拳己,2019-05-19 10:00,18.7,106.3,2.1,1.5,,,86.7
571,拳己,2019-05-19 11:00,20,110.6,2.1,0,,,82.6
571,拳己,2019-05-19 12:00,20.2,120,2,.5,,,84.4
571,拳己,2019-05-19 13:00,20.5,117.5,2.3,.5,,,82.3
571,拳己,2019-05-19 14:00,20,106.5,1.9,2,,,88.5
571,拳己,2019-05-19 15:00,21.1,103.9,1.6,.5,,,85.4
571,拳己,2019-05-19 16:00,20.8,135.5,2.6,0,,,86.3
571,拳己,2019-05-19 17:00,20.5,129.8,1.1,1.5,,,91.8
571,拳己,2019-05-19 18:00,20.5,98.4,1.2,0,,,88.4
571,拳己,2019-05-19 19:00,20.3,86.8,.8,0,,,87.1
571,拳己,2019-05-19 20:00,20,105.7,1,0,,,88.8
571,拳己,2019-05-19 21:00,19.7,142.7,1.7,.5,,,92.2
571,拳己,2019-05-19 22:00,19.6,141.8,1.3,0,,,91.4
571,拳己,2019-05-19 23:00,20,151.9,1.9,0,,,87.4
571,拳己,2019-05-20 00:00,19.8,171.8,1.2,0,,,88.4
571,拳己,2019-05-20 01:00,19.6,218.7,1,0,,,89.2
571,拳己,2019-05-20 02:00,18.3,251.3,2.2,0,,,94.6
571,拳己,2019-05-20 03:00,17.3,286.9,2.7,1,,,96.5
571,拳己,2019-05-20 04:00,15.6,351.8,1.4,.5,,,79.3
571,拳己,2019-05-20 05:00,16.5,269.3,3.7,0,,,76
571,拳己,2019-05-20 06:00,15.3,249.9,2,0,,,77.5
571,拳己,2019-05-20 07:00,15.1,265.8,2.7,0,,,66.3
571,拳己,2019-05-20 08:00,15.2,277.4,1.9,0,,,59.6
571,拳己,2019-05-20 09:00,15.2,268.6,3.2,0,,,62.4
571,拳己,2019-05-20 10:00,16.4,280.6,3.2,0,,,56
571,拳己,2019-05-20 11:00,16.7,284.9,3.9,0,,,49.8
